Age,Gender,EducationLevel,ExperienceYears,PreviousCompanies,DistanceFromCompany,InterviewScore,SkillScore,PersonalityScore,RecruitmentStrategy,HiringDecision,Application_Date,Offer_Date,Join_Date,Days_to_Offer,Days_to_Join,Funnel_Stage_Drop,Month
28,1,1,5,1,45.07,40,69,53,2,0,2024-06-09,2024-06-22,,13,,Dropped at Interview,Jun-2024
46,0,2,8,5,7.54,76,54,73,1,1,2024-06-15,2024-07-15,2024-07-23,30,8.0,Joined,Jul-2024
21,1,1,14,3,19.95,30,56,66,1,1,2024-01-23,2024-02-21,2024-03-11,29,19.0,Joined,Feb-2024
24,1,3,2,1,41.24,84,86,35,2,1,2024-06-19,2024-07-12,2024-08-05,23,24.0,Joined,Jul-2024
48,1,3,5,4,48.51,31,96,62,2,1,2024-01-02,2024-01-18,2024-01-27,16,9.0,Joined,Jan-2024
38,0,3,2,3,23.24,53,15,24,1,0,2024-06-14,2024-07-15,,31,,Dropped at Interview,Jul-2024
27,0,3,13,4,25.84,97,23,85,2,1,2024-06-05,2024-06-17,2024-07-06,12,19.0,Joined,Jun-2024
20,1,2,12,1,29.04,71,68,47,1,0,2024-04-19,2024-05-22,,33,,Dropped at Offer,May-2024
41,0,2,0,3,46.69,58,40,38,2,0,2024-05-03,2024-05-21,,18,,Dropped at Offer,May-2024
36,1,1,13,4,43.05,40,76,46,1,1,2024-03-07,2024-04-01,2024-04-26,25,25.0,Joined,Apr-2024
26,1,3,12,5,9.36,65,46,93,2,0,2024-03-11,2024-03-25,,14,,Dropped at Offer,Mar-2024
44,1,2,15,5,22.4,95,75,20,2,0,2024-06-12,2024-06-23,,11,,Dropped at Offer,Jun-2024
23,1,1,11,1,23.74,53,68,29,3,1,2024-01-29,2024-02-26,2024-03-16,28,19.0,Joined,Feb-2024
25,1,1,4,3,39.67,39,100,91,3,0,2024-04-28,2024-06-05,,38,,Dropped at Interview,Jun-2024
50,1,2,9,2,30.54,27,30,30,3,0,2024-06-13,2024-07-26,,43,,Dropped at Screening,Jul-2024
38,1,3,13,3,33.06,36,91,25,2,1,2024-04-22,2024-05-15,2024-06-09,23,25.0,Joined,May-2024
46,0,1,12,5,49.91,64,91,21,1,0,2024-02-14,2024-03-09,,24,,Dropped at Offer,Mar-2024
29,0,3,10,4,4.67,73,29,20,2,0,2024-01-16,2024-01-27,,11,,Dropped at Offer,Jan-2024
45,0,3,3,2,11.93,54,17,0,3,1,2024-01-31,2024-03-01,2024-03-11,30,10.0,Joined,Mar-2024
38,0,3,6,1,20.99,3,43,36,2,0,2024-06-10,2024-06-27,,17,,Dropped at Screening,Jun-2024
22,0,1,5,2,18.04,98,26,76,3,1,2024-02-19,2024-03-26,2024-04-20,36,25.0,Joined,Mar-2024
32,0,3,9,1,2.06,9,98,84,3,0,2024-05-01,2024-06-13,,43,,Dropped at Screening,Jun-2024
47,0,1,6,2,5.5,46,25,45,1,0,2024-06-19,2024-07-21,,32,,Dropped at Interview,Jul-2024
39,1,3,4,1,34.37,74,59,8,1,1,2024-01-15,2024-02-11,2024-03-06,27,24.0,Joined,Feb-2024
47,1,1,14,1,44.09,13,17,16,3,1,2024-06-24,2024-07-29,2024-08-10,35,12.0,Joined,Jul-2024
27,1,3,14,2,26.2,37,96,46,3,0,2024-02-18,2024-03-19,,30,,Dropped at Interview,Mar-2024
20,1,2,3,2,27.42,11,88,84,2,1,2024-06-20,2024-07-04,2024-07-29,14,25.0,Joined,Jul-2024
22,0,3,15,1,13.5,44,55,94,3,0,2024-01-10,2024-02-06,,27,,Dropped at Interview,Feb-2024
32,0,3,6,5,38.63,16,30,58,2,1,2024-01-20,2024-02-10,2024-02-20,21,10.0,Joined,Feb-2024
47,1,1,6,2,37.84,79,100,53,3,0,2024-03-10,2024-04-23,,44,,Dropped at Offer,Apr-2024
44,1,1,5,3,29.83,34,58,85,1,0,2024-01-08,2024-01-30,,22,,Dropped at Interview,Jan-2024
52,0,3,7,4,11.42,65,1,11,1,0,2024-06-21,2024-07-18,,27,,Dropped at Offer,Jul-2024
25,1,2,3,1,5.75,74,96,63,3,0,2024-02-03,2024-03-15,,41,,Dropped at Offer,Mar-2024
51,1,2,9,1,4.15,40,38,5,2,0,2024-06-27,2024-07-20,,23,,Dropped at Interview,Jul-2024
40,1,1,4,4,30.04,66,60,52,2,1,2024-01-04,2024-01-20,2024-01-30,16,10.0,Joined,Jan-2024
35,1,2,3,5,41.43,28,62,15,2,1,2024-04-17,2024-05-08,2024-06-07,21,30.0,Joined,May-2024
40,0,3,11,4,43.06,17,95,89,3,0,2024-06-15,2024-07-28,,43,,Dropped at Screening,Jul-2024
30,1,1,0,2,23.72,19,17,4,3,0,2024-01-24,2024-02-20,,27,,Dropped at Screening,Feb-2024
54,1,3,11,4,39.43,13,16,72,1,1,2024-02-24,2024-03-27,2024-04-09,32,13.0,Joined,Mar-2024
38,0,1,7,1,47.4,33,97,45,1,1,2024-01-26,2024-02-22,2024-03-06,27,13.0,Joined,Feb-2024
39,0,1,0,4,14.48,48,38,13,3,1,2024-01-25,2024-02-27,2024-03-27,33,29.0,Joined,Feb-2024
37,1,1,4,3,20.5,53,70,43,1,1,2024-02-05,2024-03-02,2024-03-24,26,22.0,Joined,Mar-2024
33,0,1,14,2,46.64,30,53,62,2,1,2024-03-11,2024-04-04,2024-04-26,24,22.0,Joined,Apr-2024
34,1,2,5,4,17.57,57,98,93,2,0,2024-01-12,2024-02-01,,20,,Dropped at Offer,Feb-2024
50,1,3,5,1,45.78,41,93,51,3,0,2024-05-08,2024-06-03,,26,,Dropped at Interview,Jun-2024
20,0,3,12,2,49.07,57,75,25,2,1,2024-04-25,2024-05-10,2024-05-21,15,11.0,Joined,May-2024
22,1,3,4,1,33.43,81,34,52,3,1,2024-06-26,2024-07-29,2024-08-19,33,21.0,Joined,Jul-2024
35,1,1,15,5,41.03,29,10,28,2,1,2024-06-01,2024-06-24,2024-07-23,23,29.0,Joined,Jun-2024
42,1,2,2,3,37.73,24,60,18,3,1,2024-05-12,2024-06-15,2024-06-25,34,10.0,Joined,Jun-2024
30,1,3,14,5,35.28,62,43,46,2,1,2024-03-23,2024-04-11,2024-05-11,19,30.0,Joined,Apr-2024
31,0,2,4,3,16.04,18,67,7,2,1,2024-01-06,2024-01-23,2024-02-11,17,19.0,Joined,Jan-2024
29,0,1,11,4,3.8,71,24,22,1,1,2024-01-26,2024-02-20,2024-03-16,25,25.0,Joined,Feb-2024
51,1,3,7,2,17.81,91,47,34,1,1,2024-04-22,2024-05-12,2024-05-25,20,13.0,Joined,May-2024
35,0,2,13,4,33.68,7,31,94,1,1,2024-04-12,2024-05-14,2024-06-01,32,18.0,Joined,May-2024
27,1,1,1,3,6.02,94,83,52,1,0,2024-04-29,2024-06-02,,34,,Dropped at Offer,Jun-2024
31,1,2,15,3,1.58,2,94,98,1,1,2024-06-15,2024-07-10,2024-07-25,25,15.0,Joined,Jul-2024
43,1,3,5,3,7.84,66,3,95,1,1,2024-01-09,2024-02-11,2024-03-05,33,23.0,Joined,Feb-2024
47,1,3,8,1,36.07,85,37,57,3,0,2024-02-14,2024-03-21,,36,,Dropped at Offer,Mar-2024
27,1,1,7,2,48.67,80,62,4,3,0,2024-01-14,2024-02-23,,40,,Dropped at Offer,Feb-2024
47,0,1,13,4,49.17,99,46,15,1,0,2024-04-21,2024-05-24,,33,,Dropped at Offer,May-2024
45,1,1,10,4,25.2,16,0,16,3,1,2024-02-24,2024-03-28,2024-04-05,33,8.0,Joined,Mar-2024
27,0,2,7,5,43.6,13,2,31,1,1,2024-05-16,2024-06-17,2024-07-09,32,22.0,Joined,Jun-2024
47,0,2,7,3,37.1,8,100,95,3,1,2024-01-15,2024-02-16,2024-02-29,32,13.0,Joined,Feb-2024
47,1,2,14,3,25.55,61,85,51,2,1,2024-02-06,2024-02-17,2024-03-12,11,24.0,Joined,Feb-2024
46,1,1,12,3,29.07,93,61,19,3,0,2024-06-26,2024-07-24,,28,,Dropped at Offer,Jul-2024
36,1,3,6,4,7.72,20,63,65,3,1,2024-05-06,2024-06-12,2024-06-25,37,13.0,Joined,Jun-2024
28,1,3,7,5,46.95,75,16,83,3,1,2024-04-26,2024-06-08,2024-06-15,43,7.0,Joined,Jun-2024
52,1,2,12,1,18.24,36,77,81,2,0,2024-03-24,2024-04-06,,13,,Dropped at Interview,Apr-2024
39,0,2,5,2,22.86,95,61,0,1,1,2024-03-12,2024-04-05,2024-04-14,24,9.0,Joined,Apr-2024
32,1,3,1,1,33.91,10,34,57,3,1,2024-04-05,2024-05-11,2024-06-07,36,27.0,Joined,May-2024
47,1,3,1,4,17.36,19,12,92,3,1,2024-04-20,2024-05-17,2024-06-03,27,17.0,Joined,May-2024
48,0,2,7,3,13.46,34,34,92,2,1,2024-05-28,2024-06-21,2024-07-19,24,28.0,Joined,Jun-2024
32,0,2,10,2,31.92,52,42,82,1,0,2024-04-14,2024-05-17,,33,,Dropped at Interview,May-2024
54,1,3,0,4,2.22,46,1,43,3,0,2024-05-26,2024-07-04,,39,,Dropped at Interview,Jul-2024
25,0,1,5,4,36.32,74,55,5,2,0,2024-02-27,2024-03-18,,20,,Dropped at Offer,Mar-2024
37,1,2,12,4,26.19,51,76,49,1,0,2024-04-04,2024-04-26,,22,,Dropped at Interview,Apr-2024
24,0,3,15,2,30.68,7,50,71,1,1,2024-04-27,2024-05-18,2024-06-08,21,21.0,Joined,May-2024
44,0,3,5,2,31.96,3,53,87,3,1,2024-01-06,2024-02-05,2024-02-14,30,9.0,Joined,Feb-2024
21,1,3,15,5,26.83,26,15,19,3,1,2024-01-04,2024-02-07,2024-03-08,34,30.0,Joined,Feb-2024
29,0,3,10,5,29.54,43,17,13,3,0,2024-02-12,2024-03-09,,26,,Dropped at Interview,Mar-2024
49,0,1,3,1,34.51,39,6,4,3,0,2024-04-02,2024-05-09,,37,,Dropped at Interview,May-2024
24,0,3,11,2,37.9,46,44,40,2,0,2024-02-11,2024-03-06,,24,,Dropped at Interview,Mar-2024
52,0,2,10,2,36.65,93,35,39,2,1,2024-01-03,2024-01-19,2024-02-07,16,19.0,Joined,Jan-2024
20,0,1,12,2,43.61,43,40,33,3,1,2024-05-08,2024-06-17,2024-06-27,40,10.0,Joined,Jun-2024
37,0,3,14,5,10.28,47,93,79,1,0,2024-01-15,2024-02-12,,28,,Dropped at Interview,Feb-2024
51,1,1,10,4,20.66,90,41,44,3,0,2024-02-16,2024-03-15,,28,,Dropped at Offer,Mar-2024
30,1,2,15,3,47.44,84,6,70,1,1,2024-03-25,2024-04-22,2024-05-21,28,29.0,Joined,Apr-2024
40,0,3,12,5,20.43,51,14,79,1,1,2024-06-22,2024-07-21,2024-08-18,29,28.0,Joined,Jul-2024
45,1,2,9,2,7.12,83,59,70,1,1,2024-02-27,2024-03-30,2024-04-13,32,14.0,Joined,Mar-2024
44,1,3,2,5,26.75,67,39,26,2,0,2024-02-08,2024-02-21,,13,,Dropped at Offer,Feb-2024
41,1,3,12,1,6.37,10,82,77,1,0,2024-05-10,2024-06-02,,23,,Dropped at Screening,Jun-2024
46,0,3,10,2,10.94,76,36,77,1,0,2024-06-06,2024-07-05,,29,,Dropped at Offer,Jul-2024
32,1,3,2,1,49.92,72,65,43,2,0,2024-02-04,2024-02-26,,22,,Dropped at Offer,Feb-2024
52,0,3,14,2,27.53,3,54,32,1,1,2024-06-05,2024-06-30,2024-07-28,25,28.0,Joined,Jun-2024
53,1,1,14,5,14.92,75,76,32,1,1,2024-06-26,2024-07-18,2024-07-28,22,10.0,Joined,Jul-2024
54,0,3,15,4,49.74,72,94,43,3,1,2024-02-21,2024-03-28,2024-04-21,36,24.0,Joined,Mar-2024
20,0,3,12,3,48.36,76,79,19,1,0,2024-04-27,2024-05-25,,28,,Dropped at Offer,May-2024
40,1,1,12,1,22.6,47,55,35,1,1,2024-01-14,2024-02-05,2024-02-18,22,13.0,Joined,Feb-2024
25,1,1,0,5,13.76,25,43,6,1,1,2024-06-11,2024-07-02,2024-07-19,21,17.0,Joined,Jul-2024
47,0,1,2,4,42.08,76,56,31,1,1,2024-06-04,2024-07-01,2024-07-11,27,10.0,Joined,Jul-2024
36,1,1,3,5,36.07,38,5,66,1,1,2024-01-30,2024-02-24,2024-03-14,25,19.0,Joined,Feb-2024
24,1,1,10,1,34.66,91,91,38,2,1,2024-03-30,2024-04-16,2024-05-01,17,15.0,Joined,Apr-2024
50,1,1,10,3,44.76,57,31,92,1,0,2024-05-14,2024-06-17,,34,,Dropped at Offer,Jun-2024
24,0,3,4,5,34.78,18,73,23,1,1,2024-06-15,2024-07-17,2024-08-01,32,15.0,Joined,Jul-2024
22,0,3,2,2,14.91,87,17,85,2,1,2024-04-04,2024-04-28,2024-05-27,24,29.0,Joined,Apr-2024
42,1,2,5,4,35.0,82,67,69,2,0,2024-03-09,2024-03-22,,13,,Dropped at Offer,Mar-2024
29,1,3,10,5,15.98,76,72,87,1,0,2024-06-11,2024-07-08,,27,,Dropped at Offer,Jul-2024
29,1,3,13,4,38.2,76,6,86,1,1,2024-05-06,2024-06-04,2024-07-01,29,27.0,Joined,Jun-2024
38,0,1,14,2,31.37,57,7,53,1,1,2024-02-21,2024-03-12,2024-04-06,20,25.0,Joined,Mar-2024
36,0,1,11,3,4.79,27,63,37,3,1,2024-05-21,2024-06-15,2024-06-24,25,9.0,Joined,Jun-2024
40,1,3,15,3,26.13,65,6,73,3,1,2024-03-03,2024-04-05,2024-04-23,33,18.0,Joined,Apr-2024
33,1,2,4,2,17.82,9,40,79,1,0,2024-02-05,2024-03-08,,32,,Dropped at Screening,Mar-2024
28,1,1,2,4,17.1,85,39,74,2,1,2024-03-31,2024-04-15,2024-05-02,15,17.0,Joined,Apr-2024
20,1,3,5,5,30.51,76,2,31,1,0,2024-05-31,2024-07-02,,32,,Dropped at Offer,Jul-2024
32,1,3,5,2,16.79,57,16,44,2,1,2024-06-16,2024-07-01,2024-07-27,15,26.0,Joined,Jul-2024
23,1,2,14,1,39.07,72,65,60,2,1,2024-06-05,2024-06-28,2024-07-15,23,17.0,Joined,Jun-2024
20,0,2,13,4,4.47,96,78,69,2,1,2024-02-22,2024-03-12,2024-04-04,19,23.0,Joined,Mar-2024
51,1,1,7,3,33.36,13,92,87,1,0,2024-04-18,2024-05-17,,29,,Dropped at Screening,May-2024
53,0,2,1,2,40.65,83,51,96,1,1,2024-05-29,2024-06-23,2024-07-20,25,27.0,Joined,Jun-2024
47,1,3,0,3,33.97,14,21,52,2,1,2024-03-12,2024-04-03,2024-04-23,22,20.0,Joined,Apr-2024
50,1,3,15,4,25.36,95,3,50,3,0,2024-01-15,2024-02-11,,27,,Dropped at Offer,Feb-2024
27,0,2,3,3,47.57,32,5,75,3,1,2024-04-22,2024-05-31,2024-06-22,39,22.0,Joined,May-2024
45,0,2,15,2,15.7,16,37,55,3,0,2024-03-09,2024-04-09,,31,,Dropped at Screening,Apr-2024
53,0,2,6,4,1.94,23,25,26,2,1,2024-04-25,2024-05-12,2024-06-11,17,30.0,Joined,May-2024
22,0,2,14,1,22.17,29,10,37,1,0,2024-01-04,2024-01-31,,27,,Dropped at Screening,Jan-2024
31,1,1,15,2,2.62,61,89,61,2,0,2024-03-15,2024-03-28,,13,,Dropped at Offer,Mar-2024
20,0,2,10,5,47.74,12,16,17,3,0,2024-05-25,2024-07-04,,40,,Dropped at Screening,Jul-2024
24,1,1,9,2,11.29,61,87,63,1,1,2024-02-11,2024-03-09,2024-03-25,27,16.0,Joined,Mar-2024
49,0,3,2,4,39.66,46,91,76,2,0,2024-01-30,2024-02-20,,21,,Dropped at Interview,Feb-2024
49,1,2,2,2,38.95,15,98,29,2,0,2024-05-22,2024-06-09,,18,,Dropped at Screening,Jun-2024
36,1,1,15,1,11.67,65,30,48,3,1,2024-03-10,2024-04-06,2024-04-16,27,10.0,Joined,Apr-2024
42,1,2,4,1,31.44,80,76,40,2,0,2024-01-16,2024-01-28,,12,,Dropped at Offer,Jan-2024
34,1,3,4,5,3.36,95,34,12,1,1,2024-04-20,2024-05-22,2024-06-07,32,16.0,Joined,May-2024
40,1,3,12,3,24.7,42,15,33,3,1,2024-04-13,2024-05-26,2024-06-21,43,26.0,Joined,May-2024
33,1,3,9,4,1.72,7,78,99,3,0,2024-04-16,2024-05-28,,42,,Dropped at Screening,May-2024
21,0,2,2,4,46.14,2,17,93,1,0,2024-05-02,2024-05-22,,20,,Dropped at Screening,May-2024
30,1,2,8,3,48.83,11,100,24,3,1,2024-06-10,2024-07-06,2024-07-24,26,18.0,Joined,Jul-2024
53,0,1,3,1,11.89,83,61,65,2,0,2024-01-27,2024-02-11,,15,,Dropped at Offer,Feb-2024
53,0,3,12,1,11.2,15,26,99,2,0,2024-01-13,2024-02-01,,19,,Dropped at Screening,Feb-2024
37,1,2,12,2,37.93,77,34,17,3,0,2024-06-03,2024-07-10,,37,,Dropped at Offer,Jul-2024
49,0,3,14,5,13.42,79,44,4,1,0,2024-03-13,2024-04-03,,21,,Dropped at Offer,Apr-2024
34,1,3,2,5,44.86,58,34,18,2,1,2024-03-26,2024-04-13,2024-04-28,18,15.0,Joined,Apr-2024
46,0,1,10,5,29.12,48,27,41,1,1,2024-01-31,2024-03-01,2024-03-22,30,21.0,Joined,Mar-2024
53,1,1,1,2,18.19,62,8,17,2,0,2024-01-03,2024-01-23,,20,,Dropped at Offer,Jan-2024
52,0,1,9,5,41.8,61,75,31,2,1,2024-01-30,2024-02-19,2024-03-05,20,15.0,Joined,Feb-2024
43,1,1,12,3,25.18,48,14,20,3,0,2024-05-28,2024-06-22,,25,,Dropped at Interview,Jun-2024
34,1,3,10,2,45.67,50,20,9,3,0,2024-04-08,2024-05-14,,36,,Dropped at Interview,May-2024
49,1,1,8,3,46.47,32,51,36,1,0,2024-05-13,2024-06-16,,34,,Dropped at Interview,Jun-2024
36,1,1,3,2,9.11,29,34,48,3,0,2024-06-08,2024-07-07,,29,,Dropped at Screening,Jul-2024
24,0,1,15,5,1.11,58,96,85,2,1,2024-06-18,2024-07-10,2024-07-23,22,13.0,Joined,Jul-2024
48,1,1,2,3,49.21,75,50,12,2,0,2024-06-08,2024-06-24,,16,,Dropped at Offer,Jun-2024
23,0,3,6,3,45.4,14,82,54,1,1,2024-04-08,2024-05-01,2024-05-31,23,30.0,Joined,May-2024
29,0,1,7,3,3.72,81,54,16,1,0,2024-03-26,2024-04-19,,24,,Dropped at Offer,Apr-2024
36,0,3,10,2,41.82,91,86,8,2,1,2024-06-15,2024-06-27,2024-07-15,12,18.0,Joined,Jun-2024
29,1,2,13,4,23.43,22,76,87,3,1,2024-03-04,2024-04-17,2024-05-13,44,26.0,Joined,Apr-2024
36,0,3,1,5,13.69,77,43,43,3,1,2024-04-27,2024-06-09,2024-07-09,43,30.0,Joined,Jun-2024
39,0,3,6,3,44.06,93,64,77,1,1,2024-06-06,2024-07-06,2024-07-26,30,20.0,Joined,Jul-2024
43,0,1,11,4,10.64,96,92,45,1,0,2024-04-23,2024-05-14,,21,,Dropped at Offer,May-2024
24,1,2,4,5,47.42,44,87,7,2,1,2024-06-07,2024-06-30,2024-07-28,23,28.0,Joined,Jun-2024
53,1,2,14,5,11.08,61,79,36,2,0,2024-03-27,2024-04-15,,19,,Dropped at Offer,Apr-2024
25,0,2,10,3,31.07,78,24,18,1,1,2024-02-09,2024-03-04,2024-03-26,24,22.0,Joined,Mar-2024
21,1,2,4,3,11.93,70,86,62,2,1,2024-06-09,2024-06-23,2024-07-18,14,25.0,Joined,Jun-2024
32,1,3,2,2,27.74,14,91,91,1,1,2024-01-25,2024-02-25,2024-03-25,31,29.0,Joined,Feb-2024
30,0,2,4,4,34.51,45,46,45,1,0,2024-06-12,2024-07-03,,21,,Dropped at Interview,Jul-2024
42,0,3,11,4,10.32,63,79,93,3,1,2024-05-31,2024-07-01,2024-07-10,31,9.0,Joined,Jul-2024
35,1,3,1,3,26.52,45,55,70,1,0,2024-04-04,2024-04-27,,23,,Dropped at Interview,Apr-2024
50,0,3,3,5,23.98,55,37,25,2,0,2024-06-15,2024-07-08,,23,,Dropped at Offer,Jul-2024
30,1,2,5,3,4.48,43,10,45,3,0,2024-02-15,2024-03-26,,40,,Dropped at Interview,Mar-2024
35,1,1,0,5,41.1,74,66,45,3,1,2024-05-17,2024-06-23,2024-07-10,37,17.0,Joined,Jun-2024
27,1,1,9,5,17.45,28,14,74,2,1,2024-02-01,2024-02-11,2024-03-11,10,29.0,Joined,Feb-2024
23,1,2,3,3,29.15,94,0,13,2,1,2024-04-06,2024-04-23,2024-05-20,17,27.0,Joined,Apr-2024
23,1,1,5,1,26.22,61,6,84,2,1,2024-06-12,2024-06-29,2024-07-25,17,26.0,Joined,Jun-2024
44,1,1,8,4,26.15,88,0,62,1,1,2024-06-04,2024-07-01,2024-07-26,27,25.0,Joined,Jul-2024
22,0,3,13,5,6.25,51,48,71,3,1,2024-05-23,2024-06-19,2024-07-03,27,14.0,Joined,Jun-2024
51,0,3,10,5,21.75,53,95,2,1,1,2024-01-16,2024-02-11,2024-03-08,26,26.0,Joined,Feb-2024
22,1,2,15,1,23.17,87,72,27,1,0,2024-01-18,2024-02-19,,32,,Dropped at Offer,Feb-2024
46,1,2,10,2,36.95,56,28,28,1,1,2024-05-15,2024-06-13,2024-06-27,29,14.0,Joined,Jun-2024
48,1,1,12,1,42.16,82,25,86,1,0,2024-03-15,2024-04-07,,23,,Dropped at Offer,Apr-2024
51,0,3,1,1,27.7,65,86,17,3,0,2024-01-01,2024-02-14,,44,,Dropped at Offer,Feb-2024
38,1,2,10,5,5.25,21,44,34,3,1,2024-05-04,2024-06-03,2024-06-12,30,9.0,Joined,Jun-2024
40,0,2,6,4,12.61,19,92,76,1,1,2024-02-07,2024-03-06,2024-03-22,28,16.0,Joined,Mar-2024
24,1,2,5,1,9.08,32,96,75,2,0,2024-02-14,2024-02-26,,12,,Dropped at Interview,Feb-2024
37,1,2,1,2,7.11,71,70,46,3,0,2024-03-21,2024-04-28,,38,,Dropped at Offer,Apr-2024
47,0,2,7,3,18.93,24,11,4,1,1,2024-05-08,2024-06-04,2024-06-23,27,19.0,Joined,Jun-2024
41,0,2,6,1,12.24,45,94,74,2,0,2024-02-01,2024-02-13,,12,,Dropped at Interview,Feb-2024
40,1,1,10,1,11.7,72,31,58,2,0,2024-05-15,2024-05-29,,14,,Dropped at Offer,May-2024
25,1,3,4,2,3.68,97,19,74,1,0,2024-04-27,2024-05-25,,28,,Dropped at Offer,May-2024
20,1,3,11,4,1.87,56,50,58,3,0,2024-02-09,2024-03-05,,25,,Dropped at Offer,Mar-2024
24,0,2,4,1,6.04,86,80,46,2,1,2024-03-14,2024-04-04,2024-04-19,21,15.0,Joined,Apr-2024
31,0,3,6,1,9.44,4,35,94,3,1,2024-04-20,2024-05-24,2024-06-05,34,12.0,Joined,May-2024
45,0,3,8,4,22.12,54,66,94,3,0,2024-04-12,2024-05-26,,44,,Dropped at Interview,May-2024
53,0,3,10,2,26.02,60,0,12,2,0,2024-04-12,2024-04-24,,12,,Dropped at Offer,Apr-2024
33,0,2,14,1,7.89,88,26,77,1,0,2024-03-14,2024-04-13,,30,,Dropped at Offer,Apr-2024
45,0,2,8,4,21.81,7,39,88,2,1,2024-06-12,2024-06-26,2024-07-17,14,21.0,Joined,Jun-2024
46,1,3,8,1,17.75,15,96,32,2,1,2024-04-23,2024-05-10,2024-06-01,17,22.0,Joined,May-2024
28,1,3,5,3,9.99,47,83,96,3,0,2024-05-02,2024-05-30,,28,,Dropped at Interview,May-2024
45,0,2,9,5,1.34,60,13,61,1,0,2024-02-26,2024-03-18,,21,,Dropped at Offer,Mar-2024
41,1,1,5,3,23.88,14,99,78,3,0,2024-03-14,2024-04-22,,39,,Dropped at Screening,Apr-2024
49,1,3,2,1,34.6,64,68,15,2,1,2024-03-23,2024-04-09,2024-04-20,17,11.0,Joined,Apr-2024
36,0,1,0,2,12.09,21,86,43,1,0,2024-06-21,2024-07-16,,25,,Dropped at Screening,Jul-2024
45,1,3,15,5,7.46,2,78,57,1,0,2024-03-19,2024-04-18,,30,,Dropped at Screening,Apr-2024
20,0,1,6,3,44.47,53,5,5,1,0,2024-05-09,2024-06-09,,31,,Dropped at Interview,Jun-2024
27,0,1,3,4,14.48,13,32,88,1,0,2024-04-02,2024-04-22,,20,,Dropped at Screening,Apr-2024
54,1,1,0,2,11.96,35,54,14,1,0,2024-02-19,2024-03-20,,30,,Dropped at Interview,Mar-2024
34,0,2,14,3,43.0,81,18,3,2,1,2024-01-29,2024-02-17,2024-03-15,19,27.0,Joined,Feb-2024
41,0,1,7,4,41.04,81,76,55,2,1,2024-03-21,2024-04-14,2024-05-03,24,19.0,Joined,Apr-2024
33,0,1,11,1,22.97,66,28,63,2,1,2024-01-10,2024-02-01,2024-02-26,22,25.0,Joined,Feb-2024
45,0,1,5,4,24.97,9,60,67,3,0,2024-06-03,2024-07-15,,42,,Dropped at Screening,Jul-2024
47,0,3,5,3,11.67,48,69,93,1,1,2024-04-26,2024-05-26,2024-06-03,30,8.0,Joined,May-2024
42,0,1,1,3,4.84,64,78,33,1,0,2024-05-22,2024-06-15,,24,,Dropped at Offer,Jun-2024
33,0,3,14,1,29.1,90,79,90,2,1,2024-02-29,2024-03-19,2024-03-31,19,12.0,Joined,Mar-2024
43,0,1,0,4,5.82,56,23,94,1,1,2024-06-07,2024-06-28,2024-07-05,21,7.0,Joined,Jun-2024
21,1,1,12,4,23.01,26,22,55,3,0,2024-05-28,2024-07-02,,35,,Dropped at Screening,Jul-2024
45,1,2,13,1,47.08,74,9,31,1,0,2024-02-29,2024-03-26,,26,,Dropped at Offer,Mar-2024
33,1,3,13,4,47.69,4,53,8,1,0,2024-02-27,2024-03-24,,26,,Dropped at Screening,Mar-2024
26,0,1,1,1,12.73,70,40,62,3,1,2024-06-17,2024-07-15,2024-08-05,28,21.0,Joined,Jul-2024
22,0,3,3,2,31.58,82,48,71,2,0,2024-06-22,2024-07-09,,17,,Dropped at Offer,Jul-2024
42,1,3,1,3,24.23,56,16,77,2,1,2024-02-14,2024-03-06,2024-03-27,21,21.0,Joined,Mar-2024
37,1,2,15,2,43.91,92,55,32,1,1,2024-05-03,2024-06-04,2024-06-24,32,20.0,Joined,Jun-2024
54,1,2,0,5,14.3,14,44,86,3,1,2024-01-26,2024-02-22,2024-03-06,27,13.0,Joined,Feb-2024
34,0,2,6,5,1.18,98,29,20,2,0,2024-04-11,2024-04-23,,12,,Dropped at Offer,Apr-2024
44,1,2,10,5,8.97,100,43,54,2,0,2024-02-20,2024-03-03,,12,,Dropped at Offer,Mar-2024
47,1,2,10,1,18.13,75,73,75,2,0,2024-06-12,2024-06-27,,15,,Dropped at Offer,Jun-2024
29,0,2,14,4,16.47,29,54,56,1,1,2024-02-21,2024-03-12,2024-03-23,20,11.0,Joined,Mar-2024
36,1,2,11,2,39.78,19,18,1,3,1,2024-02-20,2024-03-21,2024-04-16,30,26.0,Joined,Mar-2024
41,0,2,7,2,34.35,36,28,12,1,0,2024-05-10,2024-06-06,,27,,Dropped at Interview,Jun-2024
45,0,1,5,2,15.68,2,1,3,2,1,2024-01-14,2024-02-02,2024-02-24,19,22.0,Joined,Feb-2024
44,0,3,3,2,23.43,72,35,83,3,1,2024-06-25,2024-08-07,2024-08-30,43,23.0,Joined,Aug-2024
36,1,2,13,5,5.68,40,18,49,1,1,2024-01-01,2024-01-30,2024-02-16,29,17.0,Joined,Jan-2024
32,1,2,5,2,45.01,38,6,47,2,0,2024-05-24,2024-06-05,,12,,Dropped at Interview,Jun-2024
39,0,3,2,4,46.84,25,25,77,2,1,2024-06-26,2024-07-06,2024-07-27,10,21.0,Joined,Jul-2024
